TradeID,ExecutionTime,Quantity,Price,Counterparty,Instrument,TradeSide,Trader,Desk,ExecutionVenue,qty_zscore,price_dev_pct,party_freq_1hr,qty_zscore_scaled,price_dev_pct_scaled,party_freq_1hr_scaled,risk_score,anomaly_score,is_anomaly,severity_level,anomaly_type,flagged_reason
T0943,2026-07-23 04:35:08,3014971.14,0.9395,Goldman Sachs,EURUSD,BUY,John Smith,FX,NASDAQ,-0.07321674536524728,0.14450115283601617,5,-0.07321674536524732,6.384959118356924,-1.3753482282573621,1.5726370439969037,0.8836,True,HIGH,PRICE_ANOMALY,Price 14.5% away from average
T0141,2026-07-22 12:15:14,260.87,153.0058,Morgan Stanley,GOOGL,SELL,Jane Doe,Equities,CBOE,-0.1777523696572746,0.1473400760525388,11,-0.17775236965727464,6.518099004469676,0.7641615901362532,3.4153029706786713,0.8785,True,HIGH,PRICE_ANOMALY,Price 14.7% away from average
T0606,2026-07-22 21:38:31,232.64,367.0706,JPMorgan Chase,MSFT,SELL,Bob Wilson,Equities,NYSE,-0.288859209378017,0.12583041606986609,12,-0.2888592093780171,5.5093384773269625,1.1207465598685225,3.753292808572166,0.8707,True,HIGH,PRICE_ANOMALY,Price 12.6% away from average
T0354,2026-07-22 16:28:08,107.98,154.8494,UBS,GOOGL,SELL,Jane Doe,Equities,NASDAQ,-0.5334972469512169,0.13706619208350268,6,-0.533497246951217,6.036274158481563,-1.018763258525093,2.0545187564055376,0.868,True,HIGH,PRICE_ANOMALY,Price 13.7% away from average
T0536,2026-07-22 20:12:09,3662687.25,1.2457,Citigroup,EURUSD,SELL,Alice Johnson,FX,CME,0.10002171327513294,0.13432135594696612,6,0.10002171327513293,5.907546770403672,-1.018763258525093,1.8803050920941429,0.8645,True,HIGH,PRICE_ANOMALY,Price 13.4% away from average
T0872,2026-07-23 03:04:06,112.14,170.3081,UBS,AAPL,BUY,John Smith,Equities,NASDAQ,-0.6255700298980615,0.13275189279605332,6,-0.6255700298980617,5.833942051560082,-1.018763258525093,2.0900535797980404,0.8628,True,HIGH,PRICE_ANOMALY,Price 13.3% away from average
T0477,2026-07-22 19:00:53,1260724.74,1.0965,Bank of America,GBPUSD,BUY,John Smith,FX,CME,-0.4394706424002713,0.13620482147416027,10,-0.4394706424002714,5.995877579891039,0.40757662040398396,3.2166497034023567,0.8613,True,HIGH,PRICE_ANOMALY,Price 13.6% away from average
T0976,2026-07-23 05:20:40,1115094.82,1.2388,Goldman Sachs,EURUSD,BUY,Alice Johnson,FX,CME,-0.5813585689245807,0.12803828830946576,6,-0.5813585689245808,5.612883320252257,-1.018763258525093,2.0709549140626717,0.858,True,HIGH,PRICE_ANOMALY,Price 12.8% away from average
T0436,2026-07-22 18:10:27,2512.13,152.0543,Morgan Stanley,AAPL,BUY,Alice Johnson,Equities,NYSE,5.9780244581380995,0.011342362064863323,8,5.9780244581381,0.14007509507615992,-0.3055933190605545,4.794612491874698,0.8516,True,HIGH,SIZE_ANOMALY,5.98x normal quantity for AAPL
T0895,2026-07-23 03:36:28,3172.32,179.5189,Goldman Sachs,GOOGL,SELL,Alice Johnson,Equities,CBOE,6.596617589119942,0.00041025648133534746,9,6.596617589119943,-0.3726190432832135,0.05099165067171474,5.338770112592377,0.8421,True,MEDIUM,SIZE_ANOMALY,6.60x normal quantity for GOOGL
T0551,2026-07-22 20:33:06,106.8,161.8983,Goldman Sachs,GOOGL,SELL,Bob Wilson,Equities,NYSE,-0.5362428742336217,0.09778457963539115,10,-0.5362428742336218,4.194044197055227,0.40757662040398396,3.243832523584066,0.8306,True,MEDIUM,MULTI_FACTOR,Multi-factor anomaly (risk score > threshold)
T0162,2026-07-22 12:38:57,20385880.02,1.1042,JPMorgan Chase,EURUSD,SELL,Jane Doe,FX,CBOE,4.572814800080942,0.005472939902576909,14,4.572814800080943,-0.13518920009265037,1.8339164993330608,6.03076780200315,0.8266,True,MEDIUM,SIZE_ANOMALY,4.57x normal quantity for EURUSD
T0941,2026-07-23 04:32:45,252.95,153.5783,Morgan Stanley,GOOGL,SELL,Bob Wilson,Equities,NASDAQ,-0.19618064768832977,0.14414968845638274,8,-0.19618064768832982,6.3684761338208355,-0.3055933190605545,2.521717165612247,0.8228,True,MEDIUM,PRICE_ANOMALY,Price 14.4% away from average
T0634,2026-07-22 22:09:23,2128.65,416.9647,Goldman Sachs,MSFT,BUY,Alice Johnson,Equities,NASDAQ,4.141245220256808,0.007008847037727659,3,4.141245220256809,-0.06315819204579942,-2.0885181677219005,2.5586007422140415,0.8156,True,MEDIUM,SIZE_ANOMALY,4.14x normal quantity for MSFT
T0751,2026-07-23 00:34:30,2696661.05,1.2507,UBS,EURUSD,SELL,Alice Johnson,FX,NASDAQ,-0.15835211332958704,0.13887430351037203,7,-0.1583521133295871,6.1210710096438214,-0.6621782887928237,2.2050031363849465,0.8023,True,MEDIUM,PRICE_ANOMALY,Price 13.9% away from average
T0549,2026-07-22 20:29:30,186.96,169.5184,Citigroup,AAPL,BUY,Jane Doe,Equities,NYSE,-0.41970211395055107,0.12749944637840777,8,-0.4197021139505512,5.5876126990123804,-0.3055933190605545,2.6061306794937424,0.8018,True,MEDIUM,PRICE_ANOMALY,Price 12.7% away from average
T0557,2026-07-22 20:41:12,26262357.49,1.0971,Goldman Sachs,EURUSD,BUY,Jane Doe,FX,NASDAQ,6.144540257299724,0.0009922456374596813,9,6.144540257299725,-0.3453249024926915,0.05099165067171474,5.158113776611128,0.8002,True,MEDIUM,SIZE_ANOMALY,6.14x normal quantity for EURUSD
T0248,2026-07-22 14:17:38,347.63,160.6485,JPMorgan Chase,GOOGL,BUY,Jane Doe,Equities,CME,0.0241210396829206,0.10474937687150594,10,0.024121039682920575,4.520679417556387,0.40757662040398396,3.04107322893462,0.7984,True,MEDIUM,PRICE_ANOMALY,Price 10.5% away from average
T0786,2026-07-23 01:20:39,264.96,133.7512,Citigroup,AAPL,SELL,John Smith,Equities,CME,-0.20508439884889632,0.11039507243787286,5,-0.20508439884889637,4.785451377699102,-1.3753482282573621,1.6151522812709205,0.7978,True,MEDIUM,PRICE_ANOMALY,Price 11.0% away from average
T0951,2026-07-23 04:47:04,1985462.68,0.0075,JPMorgan Chase,JPYUSD,SELL,John Smith,FX,CBOE,-0.38243834717550973,0.11585526894973128,10,-0.38243834717550984,5.041523798929477,0.40757662040398396,3.1877319195551235,0.7916,True,MEDIUM,PRICE_ANOMALY,Price 11.6% away from average
T0090,2026-07-22 11:17:28,2494020.52,0.9577,JPMorgan Chase,EURUSD,SELL,Jane Doe,FX,NYSE,-0.21255044579852886,0.1279284237052184,10,-0.21255044579852891,5.607730887522768,0.40757662040398396,3.123398705430977,0.7914,True,MEDIUM,PRICE_ANOMALY,Price 12.8% away from average
T0672,2026-07-22 22:55:34,2224.37,180.6925,Morgan Stanley,GOOGL,BUY,Jane Doe,Equities,NASDAQ,4.390924892208485,0.006950411735219415,13,4.390924892208486,-0.06589869220291235,1.4773315296007916,5.65845508040396,0.7797,True,MEDIUM,SIZE_ANOMALY,4.39x normal quantity for GOOGL
T0821,2026-07-23 02:01:31,2693.54,423.4159,Goldman Sachs,MSFT,SELL,Jane Doe,Equities,CME,5.46113366560067,0.00835452671067416,8,5.461133665600671,-4.8475883839341896e-05,-0.3055933190605545,4.58695982425347,0.7793,True,MEDIUM,SIZE_ANOMALY,5.46x normal quantity for MSFT
T0903,2026-07-23 03:48:07,247.06,472.5585,UBS,MSFT,BUY,Jane Doe,Equities,NYSE,-0.2551662932671662,0.12538641702072612,5,-0.25516629326716633,5.488515799738284,-1.3753482282573621,1.6396824424130843,0.7755,True,MEDIUM,PRICE_ANOMALY,Price 12.5% away from average
T0283,2026-07-22 15:00:09,2044490.8,0.96,Bank of America,EURUSD,SELL,John Smith,FX,CBOE,-0.33278187837142215,0.1258340678260517,7,-0.33278187837142226,5.5095097374723006,-0.6621782887928237,2.2708629716963844,0.7642,True,MEDIUM,PRICE_ANOMALY,Price 12.6% away from average
T0284,2026-07-22 15:00:43,2067.15,152.1738,Bank of America,AAPL,SELL,Alice Johnson,Equities,NASDAQ,4.753657908574838,0.012137179523276132,8,4.753657908574839,0.17735046246814187,-0.3055933190605545,4.305104317286919,0.7617,True,MEDIUM,SIZE_ANOMALY,4.75x normal quantity for AAPL
T0236,2026-07-22 14:02:11,24393464.24,1.0985,Citigroup,EURUSD,BUY,John Smith,FX,NYSE,5.6446851803688585,0.0002825796802940551,9,5.644685180368859,-0.37860683282642627,0.05099165067171474,4.957958846051632,0.7616,True,MEDIUM,SIZE_ANOMALY,5.64x normal quantity for EURUSD
T0380,2026-07-22 16:58:44,2035049.36,1.106,Bank of America,GBPUSD,SELL,Jane Doe,FX,CME,-0.2534645092978898,0.1287209599183048,8,-0.2534645092978899,5.644899269019117,-0.3055933190605545,2.5400020916946473,0.7497,True,MEDIUM,PRICE_ANOMALY,Price 12.9% away from average
T0281,2026-07-22 14:57:14,19071259.05,1.1003,JPMorgan Chase,EURUSD,SELL,Bob Wilson,FX,NYSE,4.22120565060476,0.00192164080312023,12,4.221205650604761,-0.3017381066999702,1.1207465598685225,5.289058752482839,0.7475,True,MEDIUM,SIZE_ANOMALY,4.22x normal quantity for EURUSD
T0933,2026-07-23 04:23:40,2446493.73,0.0076,Goldman Sachs,JPYUSD,SELL,Alice Johnson,FX,NYSE,-0.2518786831167456,0.13073333920239438,7,-0.2518786831167457,5.739275878833711,-0.6621782887928237,2.2399714750074167,0.7445,True,MEDIUM,PRICE_ANOMALY,Price 13.1% away from average
T0279,2026-07-22 14:55:07,18705907.02,0.0067,UBS,JPYUSD,SELL,Alice Johnson,FX,CBOE,4.352634476973025,0.003169293071573326,12,4.352634476973026,-0.2432256820019783,1.1207465598685225,5.342004578710682,0.7355,True,MEDIUM,SIZE_ANOMALY,4.35x normal quantity for JPYUSD
T0196,2026-07-22 13:19:27,2258782.65,0.0074,Citigroup,JPYUSD,BUY,Jane Doe,FX,NYSE,-0.3050366982762621,0.10097719869706828,6,-0.30503669827626223,4.343771719025248,-1.018763258525093,1.9523078389196251,0.7316,True,MEDIUM,PRICE_ANOMALY,Price 10.1% away from average
T0955,2026-07-23 04:53:06,244.11,369.9627,Bank of America,MSFT,BUY,Alice Johnson,Equities,NYSE,-0.2620590881719519,0.11894295122336432,7,-0.262059088171952,5.186329993007318,-0.6621782887928237,2.2405065206357904,0.7303,True,MEDIUM,PRICE_ANOMALY,Price 11.9% away from average
T0315,2026-07-22 15:38:49,2550.59,179.6897,Citigroup,GOOGL,BUY,Alice Johnson,Equities,CME,5.149974495654296,0.0013620786672277393,7,5.1499744956542965,-0.32798046458134633,-0.6621782887928237,4.160398421861887,0.7281,True,MEDIUM,SIZE_ANOMALY,5.15x normal quantity for GOOGL
T0136,2026-07-22 12:09:22,23598743.62,1.095,Goldman Sachs,EURUSD,SELL,Alice Johnson,FX,NASDAQ,5.432128825612565,0.0029044836140901848,5,5.4321288256125655,-0.25564472201182775,-1.3753482282573621,3.673722875329253,0.7276,True,MEDIUM,SIZE_ANOMALY,5.43x normal quantity for EURUSD
T0163,2026-07-22 12:40:26,2030.39,417.7473,UBS,MSFT,BUY,Bob Wilson,Equities,NASDAQ,3.911656736411303,0.0051451044323985356,4,3.9116567364113033,-0.1505640354912396,-1.7319331979896313,2.7662062258942406,0.7225,True,MEDIUM,SIZE_ANOMALY,3.91x normal quantity for MSFT
T0010,2026-07-22 09:42:17,1769.07,150.906,JPMorgan Chase,AAPL,SELL,Bob Wilson,Equities,NASDAQ,3.93348805578636,0.003704798152766863,3,3.9334880557863605,-0.21811155242356775,-2.0885181677219005,2.4745066617603744,0.7225,True,MEDIUM,SIZE_ANOMALY,3.93x normal quantity for AAPL
